tag,hlj_id,requirement_id,model,version,cluster_id
monitoring,REQ-008-HLJ-Chunk_2-Item_2-v1.0,req-008,gpt41,tags_v1,all_23
compliance,REQ-008-HLJ-Chunk_2-Item_2-v1.0,req-008,gpt41,tags_v1,all_12
monitoring,REQ-008-HLJ-Chunk_2-Item_2-v1.0,req-008,gpt41,tags_v2,all_23
logging,REQ-008-HLJ-Chunk_2-Item_3-v1.0,req-008,gpt41,tags_v1,all_24
audit,REQ-008-HLJ-Chunk_2-Item_3-v1.0,req-008,gpt41,tags_v1,all_25
compliance,REQ-008-HLJ-Chunk_2-Item_3-v1.0,req-008,gpt41,tags_v1,all_12
audit,REQ-008-HLJ-Chunk_2-Item_3-v1.0,req-008,gpt41,tags_v2,all_25
ui-testing,REQ-030-HLJ-Chunk_1-Item_1-v1.0,req-030,gpt41,tags_v1,all_26
parallel,REQ-030-HLJ-Chunk_1-Item_1-v1.0,req-030,gpt41,tags_v1,all_27
staging,REQ-030-HLJ-Chunk_1-Item_1-v1.0,req-030,gpt41,tags_v1,all_28
parallel,REQ-030-HLJ-Chunk_1-Item_1-v1.0,req-030,gpt41,tags_v2,all_27
staging,REQ-030-HLJ-Chunk_1-Item_1-v1.0,req-030,gpt41,tags_v2,all_28
ci-cd,REQ-030-HLJ-Chunk_1-Item_2-v1.0,req-030,gpt41,tags_v1,all_29
blocking,REQ-030-HLJ-Chunk_1-Item_2-v1.0,req-030,gpt41,tags_v1,all_30
ci/cd,REQ-030-HLJ-Chunk_1-Item_2-v1.0,req-030,gpt41,tags_v2,all_29
blocking,REQ-030-HLJ-Chunk_1-Item_2-v1.0,req-030,gpt41,tags_v2,all_30
coverage,REQ-030-HLJ-Chunk_1-Item_3-v1.0,req-030,gpt41,tags_v1,all_31
analytics,REQ-030-HLJ-Chunk_1-Item_3-v1.0,req-030,gpt41,tags_v1,all_32
coverage,REQ-030-HLJ-Chunk_1-Item_3-v1.0,req-030,gpt41,tags_v2,all_31
analytics,REQ-030-HLJ-Chunk_1-Item_3-v1.0,req-030,gpt41,tags_v2,all_32
coverage,REQ-030-HLJ-Chunk_1-Item_4-v1.0,req-030,gpt41,tags_v1,all_31
visualization,REQ-030-HLJ-Chunk_1-Item_4-v1.0,req-030,gpt41,tags_v1,all_33
coverage,REQ-030-HLJ-Chunk_1-Item_4-v1.0,req-030,gpt41,tags_v2,all_31
visualization,REQ-030-HLJ-Chunk_1-Item_4-v1.0,req-030,gpt41,tags_v2,all_33
logs,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v1,all_24
screenshots,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v1,all_34
video,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v1,all_35
logs,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v2,all_24
screenshots,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v2,all_34
video,REQ-030-HLJ-Chunk_1-Item_5-v1.0,req-030,gpt41,tags_v2,all_35
flakiness,REQ-030-HLJ-Chunk_1-Item_6-v1.0,req-030,gpt41,tags_v1,all_36
recommendations,REQ-030-HLJ-Chunk_1-Item_6-v1.0,req-030,gpt41,tags_v1,all_37
flakiness,REQ-030-HLJ-Chunk_1-Item_6-v1.0,req-030,gpt41,tags_v2,all_36
recommendations,REQ-030-HLJ-Chunk_1-Item_6-v1.0,req-030,gpt41,tags_v2,all_37
flakiness,REQ-030-HLJ-Chunk_1-Item_7-v1.0,req-030,gpt41,tags_v1,all_36
headless,REQ-030-HLJ-Chunk_1-Item_7-v1.0,req-030,gpt41,tags_v1,all_38
flakiness,REQ-030-HLJ-Chunk_1-Item_7-v1.0,req-030,gpt41,tags_v2,all_36
headless,REQ-030-HLJ-Chunk_1-Item_7-v1.0,req-030,gpt41,tags_v2,all_38
quarantine,REQ-030-HLJ-Chunk_1-Item_8-v1.0,req-030,gpt41,tags_v1,all_39
flakiness,REQ-030-HLJ-Chunk_1-Item_8-v1.0,req-030,gpt41,tags_v1,all_36
quarantine,REQ-030-HLJ-Chunk_1-Item_8-v1.0,req-030,gpt41,tags_v2,all_39
flakiness,REQ-030-HLJ-Chunk_1-Item_8-v1.0,req-030,gpt41,tags_v2,all_36
documentation,REQ-030-HLJ-Chunk_1-Item_9-v1.0,req-030,gpt41,tags_v1,all_40
testing-guides,REQ-030-HLJ-Chunk_1-Item_9-v1.0,req-030,gpt41,tags_v1,all_41
documentation,REQ-030-HLJ-Chunk_1-Item_9-v1.0,req-030,gpt41,tags_v2,all_40
browser-matrix,REQ-030-HLJ-Chunk_1-Item_10-v1.0,req-030,gpt41,tags_v1,all_42
communication,REQ-030-HLJ-Chunk_1-Item_10-v1.0,req-030,gpt41,tags_v1,all_43
browser-matrix,REQ-030-HLJ-Chunk_1-Item_10-v1.0,req-030,gpt41,tags_v2,all_42
communication,REQ-030-HLJ-Chunk_1-Item_10-v1.0,req-030,gpt41,tags_v2,all_43
security,REQ-030-HLJ-Chunk_2-Item_1-v1.0,req-030,gpt41,tags_v1,all_44
artifacts,REQ-030-HLJ-Chunk_2-Item_1-v1.0,req-030,gpt41,tags_v1,all_45
compliance,REQ-030-HLJ-Chunk_2-Item_1-v1.0,req-030,gpt41,tags_v1,all_12
security,REQ-030-HLJ-Chunk_2-Item_1-v1.0,req-030,gpt41,tags_v2,all_44
artifacts,REQ-030-HLJ-Chunk_2-Item_1-v1.0,req-030,gpt41,tags_v2,all_45
accessibility,REQ-030-HLJ-Chunk_2-Item_2-v1.0,req-030,gpt41,tags_v1,all_46
compliance,REQ-030-HLJ-Chunk_2-Item_2-v1.0,req-030,gpt41,tags_v1,all_12
accessibility,REQ-030-HLJ-Chunk_2-Item_2-v1.0,req-030,gpt41,tags_v2,all_46
compliance,REQ-030-HLJ-Chunk_2-Item_2-v1.0,req-030,gpt41,tags_v2,all_12
rate-limiting,REQ-006-HLJ-Chunk_1-Item_1-v1.0,req-006,gpt41,tags_v1,all_47
configuration,REQ-006-HLJ-Chunk_1-Item_1-v1.0,req-006,gpt41,tags_v1,all_48
rate-limiting,REQ-006-HLJ-Chunk_1-Item_2-v1.0,req-006,gpt41,tags_v1,all_47
configuration,REQ-006-HLJ-Chunk_1-Item_3-v1.0,req-006,gpt41,tags_v1,all_48
real-time,REQ-006-HLJ-Chunk_1-Item_3-v1.0,req-006,gpt41,tags_v1,all_49
rate-limiting,REQ-006-HLJ-Chunk_1-Item_4-v1.0,req-006,gpt41,tags_v1,all_47
enforcement,REQ-006-HLJ-Chunk_1-Item_4-v1.0,req-006,gpt41,tags_v1,all_50
enforcement,REQ-006-HLJ-Chunk_1-Item_4-v1.0,req-006,gpt41,tags_v2,all_50
feedback,REQ-006-HLJ-Chunk_1-Item_5-v1.0,req-006,gpt41,tags_v1,all_51
api,REQ-006-HLJ-Chunk_1-Item_5-v1.0,req-006,gpt41,tags_v1,all_52
feedback,REQ-006-HLJ-Chunk_1-Item_5-v1.0,req-006,gpt41,tags_v2,all_51
compliance,REQ-006-HLJ-Chunk_1-Item_6-v1.0,req-006,gpt41,tags_v1,all_12
logging,REQ-006-HLJ-Chunk_1-Item_6-v1.0,req-006,gpt41,tags_v1,all_24
compliance,REQ-006-HLJ-Chunk_1-Item_6-v1.0,req-006,gpt41,tags_v2,all_12
logs,REQ-006-HLJ-Chunk_1-Item_6-v1.0,req-006,gpt41,tags_v2,all_24
monitoring,REQ-006-HLJ-Chunk_1-Item_7-v1.0,req-006,gpt41,tags_v1,all_23
alerting,REQ-006-HLJ-Chunk_1-Item_7-v1.0,req-006,gpt41,tags_v1,all_53
monitoring,REQ-006-HLJ-Chunk_1-Item_7-v1.0,req-006,gpt41,tags_v2,all_23
monitoring,REQ-006-HLJ-Chunk_1-Item_8-v1.0,req-006,gpt41,tags_v1,all_23
self-service,REQ-006-HLJ-Chunk_1-Item_8-v1.0,req-006,gpt41,tags_v1,all_54
monitoring,REQ-006-HLJ-Chunk_1-Item_8-v1.0,req-006,gpt41,tags_v2,all_23
reporting,REQ-006-HLJ-Chunk_1-Item_9-v1.0,req-006,gpt41,tags_v1,all_55
compliance,REQ-006-HLJ-Chunk_1-Item_9-v1.0,req-006,gpt41,tags_v1,all_12
reporting,REQ-006-HLJ-Chunk_1-Item_9-v1.0,req-006,gpt41,tags_v2,all_55
compliance,REQ-006-HLJ-Chunk_1-Item_9-v1.0,req-006,gpt41,tags_v2,all_12
security,REQ-006-HLJ-Chunk_1-Item_10-v1.0,req-006,gpt41,tags_v1,all_44
security,REQ-006-HLJ-Chunk_1-Item_10-v1.0,req-006,gpt41,tags_v2,all_44
support,REQ-006-HLJ-Chunk_2-Item_1-v1.0,req-006,gpt41,tags_v1,all_56
audit,REQ-006-HLJ-Chunk_2-Item_1-v1.0,req-006,gpt41,tags_v1,all_25
support,REQ-006-HLJ-Chunk_2-Item_1-v1.0,req-006,gpt41,tags_v2,all_56
availability,REQ-006-HLJ-Chunk_2-Item_2-v1.0,req-006,gpt41,tags_v1,all_57
fallback,REQ-006-HLJ-Chunk_2-Item_2-v1.0,req-006,gpt41,tags_v1,all_58
security,REQ-006-HLJ-Chunk_2-Item_3-v1.0,req-006,gpt41,tags_v1,all_44
security,REQ-006-HLJ-Chunk_2-Item_3-v1.0,req-006,gpt41,tags_v2,all_44
security,REQ-006-HLJ-Chunk_2-Item_4-v1.0,req-006,gpt41,tags_v1,all_44
compliance,REQ-006-HLJ-Chunk_2-Item_4-v1.0,req-006,gpt41,tags_v1,all_12
audit,REQ-006-HLJ-Chunk_2-Item_4-v1.0,req-006,gpt41,tags_v1,all_25
security,REQ-006-HLJ-Chunk_2-Item_4-v1.0,req-006,gpt41,tags_v2,all_44
compliance,REQ-006-HLJ-Chunk_2-Item_4-v1.0,req-006,gpt41,tags_v2,all_12
rollout,REQ-006-HLJ-Chunk_2-Item_5-v1.0,req-006,gpt41,tags_v1,all_59
availability,REQ-006-HLJ-Chunk_2-Item_5-v1.0,req-006,gpt41,tags_v1,all_57
rollout,REQ-006-HLJ-Chunk_2-Item_5-v1.0,req-006,gpt41,tags_v2,all_59
testing,REQ-006-HLJ-Chunk_2-Item_6-v1.0,req-006,gpt41,tags_v1,all_60
developer-experience,REQ-006-HLJ-Chunk_2-Item_6-v1.0,req-006,gpt41,tags_v1,all_61
testing,REQ-006-HLJ-Chunk_2-Item_6-v1.0,req-006,gpt41,tags_v2,all_60
documentation,REQ-006-HLJ-Chunk_2-Item_7-v1.0,req-006,gpt41,tags_v1,all_40
documentation,REQ-006-HLJ-Chunk_2-Item_7-v1.0,req-006,gpt41,tags_v2,all_40
migration,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,gpt41,tags_v1,all_62
compatibility,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,gpt41,tags_v1,all_63
legacy,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,gpt41,tags_v1,all_64
migration,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,gpt41,tags_v2,all_62
compatibility,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,gpt41,tags_v2,all_63
performance,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,gpt41,tags_v1,all_65
latency,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,gpt41,tags_v1,all_66
performance,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,gpt41,tags_v2,all_65
compliance,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,gpt41,tags_v1,all_12
legal,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,gpt41,tags_v1,all_67
communication,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,gpt41,tags_v1,all_43
compliance,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,gpt41,tags_v2,all_12
legal,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,gpt41,tags_v2,all_67
api,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,gpt41,tags_v1,all_52
rest,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,gpt41,tags_v1,all_68
spec,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,gpt41,tags_v1,all_69
api,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,gpt41,tags_v2,all_52
rest,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,gpt41,tags_v2,all_68
api,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v1,all_52
filtering,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v1,all_70
pagination,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v1,all_71
api,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v2,all_52
filter,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v2,all_70
pagination,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,gpt41,tags_v2,all_71
openapi,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,gpt41,tags_v1,all_72
spec,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,gpt41,tags_v1,all_69
compliance,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,gpt41,tags_v1,all_12
openapi,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,gpt41,tags_v2,all_72
compliance,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,gpt41,tags_v2,all_12
deduplication,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v1,all_73
schema,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v1,all_74
data,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v1,all_75
deduplication,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v2,all_73
schema,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v2,all_74
data,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,gpt41,tags_v2,all_75
timezone,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v1,all_76
data,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v1,all_75
metadata,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v1,all_77
timezone,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v2,all_76
data,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v2,all_75
metadata,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,gpt41,tags_v2,all_77
oauth,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v1,all_78
security,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v1,all_44
authentication,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v1,all_79
oauth,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v2,all_78
security,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v2,all_44
authentication,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,gpt41,tags_v2,all_79
logging,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,gpt41,tags_v1,all_24
compliance,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,gpt41,tags_v1,all_12
audit,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,gpt41,tags_v1,all_25
compliance,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,gpt41,tags_v2,all_12
audit,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,gpt41,tags_v2,all_25
error,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,gpt41,tags_v1,all_80
logging,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,gpt41,tags_v1,all_24
error,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,gpt41,tags_v2,all_80
performance,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,gpt41,tags_v1,all_65
latency,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,gpt41,tags_v1,all_66
compliance,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,gpt41,tags_v1,all_12
performance,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,gpt41,tags_v2,all_65
latency,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,gpt41,tags_v2,all_66
documentation,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v1,all_40
integration,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v1,all_0
support,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v1,all_56
compliance,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v1,all_12
documentation,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v2,all_40
integration,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v2,all_0
support,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,gpt41,tags_v2,all_56
aml,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,gpt41,tags_v1,all_11
screening,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,gpt41,tags_v1,all_81
integration,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,gpt41,tags_v1,all_0
aml,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,gpt41,tags_v2,all_11
screening,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,gpt41,tags_v2,all_81
performance,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,gpt41,tags_v1,all_65
aml,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,gpt41,tags_v1,all_11
onboarding,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,gpt41,tags_v1,all_82
performance,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,gpt41,tags_v2,all_65
aml,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,gpt41,tags_v2,all_11
aml,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,gpt41,tags_v1,all_11
integration,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,gpt41,tags_v1,all_0
aml,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,gpt41,tags_v2,all_11
integration,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,gpt41,tags_v2,all_0
availability,REQ-007-HLJ-Chunk_1-Item_4-v1.0,req-007,gpt41,tags_v1,all_57
aml,REQ-007-HLJ-Chunk_1-Item_4-v1.0,req-007,gpt41,tags_v1,all_11
aml,REQ-007-HLJ-Chunk_1-Item_4-v1.0,req-007,gpt41,tags_v2,all_11
aml,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,gpt41,tags_v1,all_11
notification,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,gpt41,tags_v1,all_83
compliance,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,gpt41,tags_v1,all_12
aml,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,gpt41,tags_v2,all_11
notification,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,gpt41,tags_v2,all_83
audit,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,gpt41,tags_v1,all_25
logging,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,gpt41,tags_v1,all_24
traceability,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,gpt41,tags_v1,all_84
audit,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,gpt41,tags_v2,all_25
logs,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,gpt41,tags_v2,all_24
aml,REQ-007-HLJ-Chunk_1-Item_7-v1.0,req-007,gpt41,tags_v1,all_11
aml,REQ-007-HLJ-Chunk_1-Item_7-v1.0,req-007,gpt41,tags_v2,all_11
audit,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,gpt41,tags_v1,all_25
security,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,gpt41,tags_v1,all_44
immutability,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,gpt41,tags_v1,all_85
audit,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,gpt41,tags_v2,all_25
security,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,gpt41,tags_v2,all_44
dashboard,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,gpt41,tags_v1,all_22
compliance,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,gpt41,tags_v1,all_12
reporting,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,gpt41,tags_v1,all_55
dashboard,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,gpt41,tags_v2,all_22
compliance,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,gpt41,tags_v2,all_12
security,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,gpt41,tags_v1,all_44
encryption,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,gpt41,tags_v1,all_20
compliance,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,gpt41,tags_v1,all_12
security,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,gpt41,tags_v2,all_44
encryption,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,gpt41,tags_v2,all_20
scheduled payments,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,gpt41,tags_v1,all_86
ui,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,gpt41,tags_v1,all_87
scheduled payments,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,gpt41,tags_v2,all_86
ui,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,gpt41,tags_v2,all_87
fx,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,gpt41,tags_v1,all_88
locking,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,gpt41,tags_v1,all_89
fx,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,gpt41,tags_v2,all_88
lock,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,gpt41,tags_v2,all_89
fx,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,gpt41,tags_v1,all_88
ui,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,gpt41,tags_v1,all_87
countdown,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,gpt41,tags_v1,all_90
fx,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,gpt41,tags_v2,all_88
ui,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,gpt41,tags_v2,all_87
fx,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,gpt41,tags_v1,all_88
api,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,gpt41,tags_v1,all_52
